Family,Genus,Species,EToLID,Catalog #,Label,Total length (bp),No of charsets,enc1,ficd,gtdc2 ,kiaa1239,myh6,panx2,plagl2,ptchd4,rag1,rag2,rh,ripk4,snx33,sidkey,gpr85,svep1,tbr1b,vcpip,zic1,16S,hoxc6a,,,,,,
Cirrhitidae,Amblycirrhitus,pinos,E0314,KU_00224,E0314_Amblycirrhitus_pinos,12422,13,0,657,0,948,711,870,819,0,1461,0,741,645,0,861,887,0,0,0,882,1784,1156,,,,,,
Cirrhitidae,Neocirrhites,armatus,E0725,KU_05585,E0725_Neocirrhites_armatus,8563,10,0,651,0,750,714,819,630,0,1482,0,0,632,0,0,879,0,0,0,835,0,1171,,,,,,
Cirrhitidae,Cirrhitichthys,oxycephalus,E0884,KU_07019,E0884_Cirrhitichthys_oxycephalus,7849,10,0,693,0,768,714,0,0,756,0,0,0,645,705,1248,0,0,0,322,824,0,1174,,,,,,
Cirrhitidae,Paracirrhites,forsteri_arcatus,E0924,KU_07176,E0924_Paracirrhites_forsteri_arcatus,12156,14,657,693,891,732,744,0,804,756,1507,0,0,0,705,0,957,0,789,0,815,935,1171,,,,,,
Citharidae,Citharoides,macrolepis,E0071,KU_02468,E0071_Citharoides_macrolepis,7194,7,0,0,0,921,706,879,0,0,1500,0,744,645,0,0,0,0,0,0,0,1799,0,,,,,,
Citharidae,Lepidoblepharon,ophthalmolepis,E0080,KU_02495,E0080_Lepidoblepharon_ophthalmolepis,7081,8,0,0,0,783,717,870,0,756,0,0,729,645,0,849,0,0,0,0,0,1732,0,,,,,,
Citharidae,Citharus,linguatula,E1174,LS596,E1174_Citharus_linguatula,5527,6,0,0,0,951,0,0,0,0,1536,0,756,645,705,0,0,0,0,0,0,934,0,,,,,,
Citharinidae,Citharinus,congicus,G1257,_,G1257_Citharinus_congicus,6853,7,654,0,0,0,0,0,699,711,0,0,0,0,705,0,933,0,831,0,0,2320,0,,,,,,
Clariidae,Clarias,batrachus,G1258,_,G1258_Clarias_batrachus,3383,3,0,0,0,0,0,0,0,0,1575,1011,0,0,0,0,0,0,0,0,0,797,0,,,,,,
Claroteidae,Chrysichthys,sp,G1255,_,G1255_Chrysichthys_sp,3513,3,0,0,0,0,0,0,0,0,1575,969,0,0,0,0,0,0,0,0,0,969,0,,,,,,
Claroteidae,Chrysichthys,dendrophorus,G1468,_,G1468_Chrysichthys_dendrophorus,7241,8,657,0,0,0,758,0,699,0,1575,1026,0,0,705,0,990,0,831,0,0,0,0,,,,,,
Clinidae,Pavoclinus,profundus,E0799,KU_06476,E0799_Pavoclinus_profundus,3616,4,0,0,0,729,0,912,0,0,0,0,0,0,0,0,0,0,0,0,823,0,1152,,,,,,
Clinidae,Blennophis,striatus,E0800,KU_06477,E0800_Blennophis_striatus,3599,4,0,0,0,732,0,888,0,0,0,0,0,0,0,0,0,0,0,0,828,0,1151,,,,,,
Clinidae,Clinus,superciliosus,E0803,KU_06485,E0803_Clinus_superciliosus,4811,6,0,0,0,705,0,840,0,0,0,0,429,0,0,0,0,0,0,0,851,838,1148,,,,,,
Clinidae,Clinus,cottoides,E0804,KU_06487,E0804_Clinus_cottoides,4192,5,0,0,0,708,0,930,0,0,0,0,429,0,0,0,0,0,0,0,0,984,1141,,,,,,
Clinidae,Muraenoclinus,dorsalis,E0805,KU_06489,E0805_Muraenoclinus_dorsalis,4070,5,0,0,0,741,0,0,0,0,0,0,429,0,0,0,0,0,0,0,825,986,1089,,,,,,
Clupeidae,Dorosoma,cepedianum,E1016,KU_08261,E1016_Dorosoma_cepedianum,10667,9,0,0,891,963,777,978,0,0,1575,1194,0,0,0,0,990,0,0,0,984,2315,0,,,,,,
Clupeidae,Alosa,pseudoharengus,G1195,_,G1195_Alosa_pseudoharengus,10610,10,648,0,0,0,789,0,699,711,1575,1194,0,0,705,0,990,0,0,0,984,2315,0,,,,,,
Clupeidae,Jenkinsia,lamprotaenia,G1339,_,G1339_Jenkinsia_lamprotaenia,7805,6,0,0,0,0,744,0,0,0,1575,1194,0,0,0,0,990,0,0,0,984,2318,0,,,,,,
Cobitidae,Cobitis,lutheri,E0994,KU_08128,E0994_Cobitis_lutheri,5794,7,0,0,0,0,711,0,0,756,1000,0,0,0,695,1250,0,0,0,612,770,0,0,,,,,,
Cobitidae,Cobitis,taenia,G1259,_,G1259_Cobitis_taenia,4595,5,0,0,0,0,0,0,0,711,1573,0,771,0,0,0,865,0,0,0,0,675,0,,,,,,
Congridae,Conger,oceanicus,G1261,_,G1261_Conger_oceanicus,4781,6,0,0,891,0,744,0,684,711,0,0,0,0,0,0,0,0,0,0,948,803,0,,,,,,
Coryphaenidae,Coryphaena,hippurus,E0937,KU_07212,E0937_Coryphaena_hippurus,13356,14,0,630,891,951,0,256,798,711,1521,0,819,645,693,1272,0,0,0,0,966,2227,976,,,,,,
Cottidae,Myoxocephalus,octodecemspinosus,E0221,KU_00369,E0221_Myoxocephalus_octodecemspinosus,2868,3,0,717,0,0,0,0,0,0,0,0,0,0,0,1247,0,0,0,0,0,904,0,,,,,,
Cottidae,Microcottus,sellaris,E0223,KU_00392,E0223_Microcottus_sellaris,2414,3,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,812,0,,,,,,
Cottidae,Icelinus,quadriseriatus,E0228,KU_00460,E0228_Icelinus_quadriseriatus,4415,5,0,720,0,951,705,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,791,0,,,,,,
Cottidae,Scorpaenichthys,marmoratus,E0232,KU_00640,E0232_Scorpaenichthys_marmoratus,2052,3,0,708,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,720,0,,,,,,
Cottidae,Chitonotus,pugetensis,E0233,KU_00646,E0233_Chitonotus_pugetensis,6232,7,0,0,0,951,716,0,804,690,0,0,0,0,0,1248,0,0,0,0,863,960,0,,,,,,
Cottidae,Enophrys,taurina,E0234,KU_00648,E0234_Enophrys_taurina,3035,4,0,660,0,0,0,0,804,689,0,0,0,0,0,0,0,0,0,0,882,0,0,,,,,,
Cottidae,Rastrinus,scutiger,E0256,KU_02098,E0256_Rastrinus_scutiger,6220,7,0,720,0,951,717,0,0,0,0,0,0,635,0,1248,0,0,0,0,882,0,1067,,,,,,
Cottidae,Gymnocanthus,galeatus,E0259,KU_02120,E0259_Gymnocanthus_galeatus,2571,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,0,0,0,0,882,461,0,,,,,,
Cottidae,Hemilepidotus,jordani,E0263,KU_02342,E0263_Hemilepidotus_jordani,6318,8,0,618,0,0,0,0,804,748,0,0,0,619,0,1251,0,726,0,0,0,448,1104,,,,,,
Cottidae,Leptocottus,armatus,E0266,KU_02355,E0266_Leptocottus_armatus,6762,8,0,720,0,951,711,0,804,0,0,0,0,625,0,0,0,0,0,0,882,959,1110,,,,,,
Cottidae,Myoxocephalus,polyacanthocephalus,E0267,KU_02357,E0267_Myoxocephalus_polyacanthocephalus,3072,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,0,0,0,0,882,959,0,,,,,,
Cottidae,Hemilepidotus,zapus,E0272,KU_02376,E0272_Hemilepidotus_zapus,4494,5,0,696,0,951,0,0,804,0,0,0,0,0,0,1231,0,0,0,0,0,812,0,,,,,,
Cottidae,Icelinus,filamentosus,E0277,KU_02408,E0277_Icelinus_filamentosus,7762,9,0,720,0,951,714,0,804,690,0,0,0,0,0,1231,0,0,812,0,882,958,0,,,,,,
Cottidae,Cottus,carolinae,E0281,KU_02620,E0281_Cottus_carolinae,9284,11,0,675,864,0,738,0,660,711,1482,0,0,0,705,0,979,0,789,0,984,697,0,,,,,,
Cottidae,Triglops,scepticus,E0421,KU_03165,E0421_Triglops_scepticus,5350,7,0,693,0,0,0,852,804,748,0,0,0,645,0,0,0,0,0,0,796,812,0,,,,,,
Cottidae,Radulinus,asprellus,E0429,KU_03191,E0429_Radulinus_asprellus,6396,8,0,0,0,807,744,906,804,748,0,0,0,632,0,0,0,0,0,0,802,953,0,,,,,,
Cottidae,Triglops,macellus,E0435,KU_03223,E0435_Triglops_macellus,7568,9,0,690,0,810,0,903,804,748,0,0,0,645,0,1254,0,0,0,0,755,959,0,,,,,,
Cranoglanididae,Cranoglanis,bouderius,G1268,_,G1268_Cranoglanis_bouderius,8345,8,0,0,891,0,744,0,696,636,1575,951,0,0,573,0,0,0,0,0,0,2279,0,,,,,,
Creediidae,Limnichthys,sp,E1081,KU_07023,E1081_Limnichthys_sp,3248,4,0,0,0,0,0,0,804,0,0,0,0,583,695,0,0,0,0,0,0,0,1166,,,,,,
Crenuchidae,Characidium,pterostictum,G1246,_,G1246_Characidium_pterostictum,3110,3,0,0,0,0,765,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,971,0,,,,,,
Cryptacanthodidae,Cryptacanthodes,maculatus,E0116,KU_00361,E0116_Cryptacanthodes_maculatus,4700,6,0,0,0,762,0,906,804,748,0,0,0,645,0,0,0,0,0,0,835,0,0,,,,,,
Ctenoluciidae,Boulengerella,maculata,G1228,_,G1228_Boulengerella_maculata,3110,3,0,0,0,0,765,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,971,0,,,,,,
Cyclopteridae,Cyclopterus,lumpus,E0220,KU_00364,E0220_Cyclopterus_lumpus,10677,13,657,720,891,0,744,0,660,711,1482,0,756,0,705,0,918,0,813,0,984,636,0,,,,,,
Cyclopteridae,Eumicrotremus,orbis,E0270,KU_02366,E0270_Eumicrotremus_orbis,6812,8,0,720,0,0,702,870,804,0,0,0,0,627,0,1248,0,0,0,0,882,959,0,,,,,,
Cynodontidae,Hydrolycus,scomberoides,G1331,_,G1331_Hydrolycus_scomberoides,4454,3,0,0,0,0,765,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,2315,0,,,,,,
Cynoglossidae,Symphurus,atricaudus,E0023,KU_00504,E0023_Symphurus_atricaudus,9699,10,0,0,891,747,744,810,0,711,1467,0,0,561,705,1275,0,0,0,0,0,1788,0,,,,,,
Cynoglossidae,Cynoglossus,interruptus,E0076,KU_02478,E0076_Cynoglossus_interruptus,7405,7,0,0,0,927,0,0,0,756,1509,0,459,645,0,1299,0,0,0,0,0,1810,0,,,,,,
Cynoglossidae,Symphurus,civitatium,E0604,KU_05106,E0604_Symphurus_civitatium,6982,7,0,0,0,837,702,921,0,0,0,0,0,645,0,1299,0,768,0,0,0,1810,0,,,,,,
Cynoglossidae,Symphurus,plagiusa,E1164,GO610,E1164_Symphurus_plagiusa,6551,7,0,0,0,777,780,0,0,0,1536,0,600,645,0,1278,0,0,0,0,0,935,0,,,,,,
Cyprinidae,Campostoma,oligolepis,G1236,_,G1236_Campostoma_oligolepis,6249,7,657,0,0,0,0,0,0,711,1575,0,828,0,705,0,0,0,789,0,984,0,0,,,,,,
Cyprinidae,Danio,rerio,G1273,_,G1273_Danio_rerio,13295,13,657,732,0,963,0,984,699,0,1575,1206,0,645,0,0,990,0,789,753,984,2318,0,,,,,,
Cyprinidae,Hypophthalmichthys,molitrix,G1334,_,G1334_Hypophthalmichthys_molitrix,12008,12,654,0,879,0,759,0,774,711,1575,1206,864,0,696,0,762,0,810,0,0,2318,0,,,,,,
Cyprinidae,Luciobrama,macrocephalus,G1361,_,G1361_Luciobrama_macrocephalus,11984,12,654,0,870,0,759,0,768,711,1575,1206,864,0,687,0,762,0,810,0,0,2318,0,,,,,,
Cyprinidae,Luxilus,coccogenis,G1363,_,G1363_Luxilus_coccogenis,3135,4,657,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,789,0,984,0,0,,,,,,
Cyprinidae,Mylopharyngodon,piceus,G1383,_,G1383_Mylopharyngodon_piceus,6768,7,654,0,879,0,736,0,774,711,0,0,0,0,696,0,0,0,0,0,0,2318,0,,,,,,
Cyprinidae,Notemigonus,crysoleucas,G1400,_,G1400_Notemigonus_crysoleucas,11939,12,657,0,891,0,744,0,699,711,1575,0,876,0,705,0,990,0,789,0,984,2318,0,,,,,,
Cyprinidae,Notropis,asperifrons,G1401,_,G1401_Notropis_asperifrons,4547,3,657,0,0,0,0,0,0,0,1572,0,0,0,0,0,0,0,0,0,0,2318,0,,,,,,
Cyprinidae,Opsariichthys,uncirostris_bidens,G1406,_,G1406_Opsariichthys_uncirostris_bidens,12584,13,654,0,891,0,693,0,660,708,1419,1200,801,0,705,0,762,0,789,0,984,2318,0,,,,,,
Cyprinidae,Phenacobius,uranops,G1434,_,G1434_Phenacobius_uranops,3846,5,657,0,0,0,0,0,0,711,0,0,0,0,705,0,0,0,789,0,984,0,0,,,,,,
Cyprinidae,Pimephales,promelas_notatus,G1439,_,G1439_Pimephales_promelas_notatus,8675,8,657,0,0,0,714,0,0,711,1575,1206,0,0,705,0,0,0,789,0,0,2318,0,,,,,,
Cyprinidae,Rhinichthys,cataractae,G1470,_,G1470_Rhinichthys_cataractae,4735,6,657,0,0,0,0,0,0,711,0,0,0,0,705,0,0,0,789,0,984,889,0,,,,,,
Cyprinidae,Semotilus,atromaculatus,G1485,_,G1485_Semotilus_atromaculatus,11882,12,657,0,891,0,744,0,699,711,1575,0,819,0,705,0,990,0,789,0,984,2318,0,,,,,,
Cyprinidae,Squaliobarbus,curriculus,G1493,_,G1493_Squaliobarbus_curriculus,11962,12,654,0,873,0,728,0,774,711,1575,1197,864,0,696,0,762,0,810,0,0,2318,0,,,,,,
Cyprinidae,Tanakia,lanceolata_himantegus,G1498,_,G1498_Tanakia_lanceolata_himantegus,3195,3,0,0,876,0,744,0,0,0,1575,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Cyprinidae,Xenocypris,argentea,G1509,_,G1509_Xenocypris_argentea,11211,11,654,0,870,0,743,0,774,711,1574,1197,864,0,696,0,0,0,810,0,0,2318,0,,,,,,
Cyprinidae,Zacco,sieboldii_platypus,G1512,_,G1512_Zacco_sieboldii_platypus,7541,6,0,0,876,0,744,0,0,0,1575,1206,822,0,0,0,0,0,0,0,0,2318,0,,,,,,
Cyprinodontidae,Floridichthys,carpio,E1063,KU_06536,E1063_Floridichthys_carpio,8774,10,0,675,0,774,732,912,0,751,1575,0,0,645,0,1248,0,0,0,411,0,0,1051,,,,,,
Cyprinodontidae,Cyprinodon,variegatus,E1066,KU_06552,E1066_Cyprinodon_variegatus,5912,7,0,675,0,780,732,0,0,0,0,0,0,0,0,1242,0,825,0,630,0,0,1028,,,,,,
Dactylopteridae,Dactylopterus,volitans,E0214,KU_00237,E0214_Dactylopterus_volitans,6164,8,0,0,0,951,731,0,0,0,0,0,750,603,705,0,0,723,0,0,865,836,0,,,,,,
Dactylopteridae,Dactyloptena,orientalis,E0237,KU_745,E0237_Dactyloptena_orientalis,9912,10,0,0,0,951,729,0,798,0,1536,0,0,645,705,1246,0,825,0,0,882,1595,0,,,,,,
Dactylopteridae,Dactyloptena,peterseni,E0749,KU_05714,E0749_Dactyloptena_peterseni,10046,10,0,0,0,798,0,933,804,0,0,0,0,614,681,1250,0,825,0,0,789,2319,1033,,,,,,
Dactyloscopidae,Platygillellus,rubrocinctus,E0319,KU_00241,E0319_Platygillellus_rubrocinctus,4908,6,0,0,0,798,723,762,0,0,0,0,0,0,704,0,0,0,0,0,882,0,1039,,,,,,
Dactyloscopidae,Gillellus,semicinctus,G1299,_,G1299_Gillellus_semicinctus,6890,8,0,0,0,0,744,0,684,711,1482,0,0,0,693,0,0,0,789,0,975,812,0,,,,,,
Denticipitidae,Denticeps,clupeoides,G1274,_,G1274_Denticeps_clupeoides,8976,8,0,0,0,0,789,0,699,711,1575,1194,0,0,705,0,990,0,0,0,0,2313,0,,,,,,
Didelphidae,Monodelphis,domestica,G1378,_,G1378_Monodelphis_domestica,12255,13,657,732,0,0,789,0,699,711,1575,1206,0,0,705,0,990,358,789,756,0,2288,0,,,,,,
Diodontidae,Diodon,holocanthus,E0312,KU_00207,E0312_Diodon_holocanthus,13566,14,657,0,867,771,744,828,669,711,1503,0,0,0,705,0,960,0,789,0,882,2309,1171,,,,,,
Diodontidae,Chilomycterus,schoepfii,E0517,KU_03993,E0517_Chilomycterus_schoepfii,10688,12,657,0,891,0,0,912,699,0,1502,0,0,642,705,0,954,0,789,0,984,802,1151,,,,,,
Diplomystidae,Diplomystes,nahuelbutaensis,G1277,_,G1277_Diplomystes_nahuelbutaensis,8804,8,657,0,0,0,0,0,699,0,1575,1026,0,0,705,0,990,0,831,0,0,2321,0,,,,,,
Diplophidae,Diplophos,taenia,E0492,KU_03781,E0492_Diplophos_taenia,8839,10,657,0,0,810,358,0,681,0,1550,0,0,645,0,0,0,0,231,765,824,2318,0,,,,,,
Diretmidae,Diretmichthys,parini,E0472,KU_03550,E0472_Diretmichthys_parini,3804,5,0,678,0,726,741,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,1031,,,,,,
Diretmidae,Diretmus,argenteus,E1114,KU_08131,E1114_Diretmus_argenteus,5905,5,0,0,0,792,0,915,0,0,0,0,0,645,0,1246,0,0,0,0,0,2307,0,,,,,,
Distichodontidae,Distichodus,maculatus,G1280,_,G1280_Distichodus_maculatus,3971,5,0,0,0,0,789,0,699,0,963,0,0,0,705,0,0,0,815,0,0,0,0,,,,,,
Doradidae,Anduzedoras,oxyrhynchus,G1201,_,G1201_Anduzedoras_oxyrhynchus,9910,10,657,0,0,0,735,0,699,0,1270,1026,0,0,697,0,990,0,831,0,684,2321,0,,,,,,
Drepaneidae,Drepane,punctata,E0250,KU_01837,E0250_Drepane_punctata,10076,10,0,699,0,951,722,0,819,0,1543,0,759,645,0,1275,0,0,0,0,882,1781,0,,,,,,
Echeneidae,Echeneis,neucratoides,E0245,KU_01201,E0245_Echeneis_neucratoides,7270,7,0,0,0,0,703,0,804,0,0,0,0,0,693,1272,0,0,0,699,882,2217,0,,,,,,
Echeneidae,Remora,osteochir_australis,E0503,KU_03854,E0503_Remora_osteochir_australis,9646,9,0,0,0,831,699,0,804,0,1539,0,750,0,705,1293,0,0,0,0,808,2217,0,,,,,,
Echeneidae,Echeneis,naucrates,E0615,KU_05140,E0615_Echeneis_naucrates,14167,15,0,0,891,828,0,789,804,711,1482,0,756,591,705,0,0,810,789,762,984,2217,1048,,,,,,
Echeneidae,Phtheirichthys,lineatus,G1438,_,G1438_Phtheirichthys_lineatus,5995,6,0,0,0,0,711,870,0,748,0,0,0,0,0,0,0,795,0,654,0,2217,0,,,,,,
Elassomatidae,Elassoma,evergladei,E0146,KU_00825,E0146_Elassoma_evergladei,13856,15,0,696,0,804,744,750,801,748,1554,0,927,607,693,0,0,825,829,747,821,2310,0,,,,,,
Elassomatidae,Elassoma,okefenokee,G1283,_,G1283_Elassoma_okefenokee,5485,6,0,0,0,0,744,0,699,0,1475,0,0,0,0,603,980,0,0,0,984,0,0,,,,,,
Elassomatidae,Elassoma,zonatum,G1284,_,G1284_Elassoma_zonatum,11805,11,0,0,888,0,0,0,699,711,1575,0,927,0,705,1278,938,0,789,0,984,2311,0,,,,,,
Eleginopsidae,Eleginops,maclovinus,G1286,_,G1286_Eleginops_maclovinus,5333,7,647,0,0,0,744,0,0,711,0,0,756,0,705,0,0,0,786,0,984,0,0,,,,,,
Eleotridae,Eleotris,acanthopoma_pisonis,E0741,KU_05672,E0741_Eleotris_acanthopoma_pisonis,11245,12,0,0,870,804,744,753,555,711,1482,0,0,579,502,0,951,0,0,0,984,2310,0,,,,,,
Eleotridae,Ophiocara,porocephala,E1101,KU_07262,E1101_Ophiocara_porocephala,5430,6,0,0,0,0,0,0,0,712,0,0,819,645,0,1237,0,0,0,0,0,935,1082,,,,,,
Elopidae,Elops,saurus,E0769,KU_05860,E0769_Elops_saurus,14808,16,657,654,891,963,744,888,819,711,1575,0,0,632,705,0,973,504,789,0,984,2319,0,,,,,,
Embiotocidae,Embiotoca,jacksoni,E0120,KU_00468,E0120_Embiotoca_jacksoni,13789,16,657,639,846,729,744,888,804,748,1575,870,759,0,705,1248,962,0,789,0,826,0,0,,,,,,
Embiotocidae,Phanerodon,furcatus,E0122,KU_00483,E0122_Phanerodon_furcatus,11792,14,606,684,0,792,729,936,804,748,1482,0,0,0,705,0,953,0,830,0,825,727,971,,,,,,
Embiotocidae,Rhacochilus,vacca,E0124,KU_00491,E0124_Rhacochilus_vacca,12954,15,657,0,855,789,717,912,699,748,1482,852,0,0,705,0,951,0,789,0,823,944,1031,,,,,,
Embiotocidae,Amphistichus,argenteus,E0129,KU_00511,E0129_Amphistichus_argenteus,8393,11,0,684,0,777,739,894,804,748,0,870,0,645,705,0,0,0,0,0,800,727,0,,,,,,
Embiotocidae,Hyperprosopon,anale_argenteum,E0134,KU_00575,E0134_Hyperprosopon_anale_argenteum,14416,17,657,648,810,792,744,864,819,711,1482,0,0,645,705,1240,969,0,819,0,816,787,908,,,,,,
Embiotocidae,Zalembius,rosaceus,E0135,KU_00597,E0135_Zalembius_rosaceus,4894,6,0,0,0,780,0,0,0,748,0,0,0,0,0,0,0,0,829,0,808,727,1002,,,,,,
Embiotocidae,Cymatogaster,aggregata,E0139,KU_00649,E0139_Cymatogaster_aggregata,12709,14,657,648,0,777,744,283,801,748,1467,0,0,0,705,0,990,0,789,0,815,2313,972,,,,,,
Emmelichthyidae,Erythrocles,schlegelii,E0954,KU_07270,E0954_Erythrocles_schlegelii,8709,10,657,0,0,780,708,0,804,0,1554,0,0,632,0,1231,0,780,815,0,748,0,0,,,,,,
Engraulidae,Engraulis,mordax_eurystole,E0351,KU_02198,E0351_Engraulis_mordax_eurystole,7939,7,0,0,0,963,0,743,0,0,1575,1194,729,0,0,0,0,0,0,0,882,1853,0,,,,,,
Engraulidae,Coilia,nasus,G1260,_,G1260_Coilia_nasus,9134,8,0,0,0,0,789,0,699,0,1575,1194,0,0,705,0,869,0,0,0,984,2319,0,,,,,,
Enoplosidae,Enoplosus,armatus,G1287,_,G1287_Enoplosus_armatus,6850,6,0,0,0,0,673,0,636,0,1482,0,927,0,0,0,0,0,0,0,822,2310,0,,,,,,
Ephippidae,Chaetodipterus,faber,E0614,KU_05139,E0614_Chaetodipterus_faber,10914,13,657,654,0,768,645,924,819,0,1554,846,0,0,705,0,0,732,0,744,835,0,1031,,,,,,
Ephippidae,Platax,teira,E0858,KU_06923,E0858_Platax_teira,12887,15,657,657,0,780,778,885,819,743,1554,0,759,0,0,0,0,825,831,735,882,936,1046,,,,,,
Ephippidae,Platax,orbicularis,E0898,KU_07072,E0898_Platax_orbicularis,12101,13,657,669,0,0,711,0,0,742,1274,870,0,619,705,0,0,813,831,0,877,2310,1023,,,,,,
Epigonidae,Epigonus,telescopus,E0652,KU_05254,E0652_Epigonus_telescopus,8800,10,0,699,0,0,0,0,804,0,1539,0,852,622,0,852,0,0,828,708,815,1081,0,,,,,,
Epigonidae,Epigonus,pandionis,E1019,KU_08268,E1019_Epigonus_pandionis,5005,6,0,0,0,0,0,0,804,0,0,0,0,645,692,1237,0,0,814,0,813,0,0,,,,,,
Erythrinidae,Hoplias,sp,G1329,_,G1329_Hoplias_sp,5916,6,0,0,0,0,0,0,0,495,1575,1188,0,0,705,0,983,0,0,0,0,970,0,,,,,,
Esocidae,Esox,lucius,E0688,KU_05414,E0688_Esox_lucius,11753,12,657,0,891,0,744,0,699,711,1575,0,702,0,705,0,990,0,783,0,984,2312,0,,,,,,
Esocidae,Esox,americanus,G1289,_,G1289_Esox_americanus,6144,7,0,0,891,0,0,0,0,711,1575,0,0,0,705,0,0,0,789,0,855,618,0,,,,,,
Eurypharyngidae,Eurypharynx,pelecanoides,G1292,_,G1292_Eurypharynx_pelecanoides,7304,7,0,0,891,0,714,0,0,705,927,0,903,0,0,0,0,0,0,0,861,2303,0,,,,,,
Evermannellidae,Coccorella,atlantica,E0669,KU_05314,E0669_Coccorella_atlantica,5892,7,657,654,0,0,679,0,711,0,1560,0,0,0,0,0,0,0,0,0,819,812,0,,,,,,
Evermannellidae,Evermannella,balbo,E0815,KU_06523,E0815_Evermannella_balbo,2229,3,0,669,0,0,681,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Exocoetidae,Cheilopogon,pinnatibarbatus,E0399,KU_02780,E0399_Cheilopogon_pinnatibarbatus,11747,14,567,0,0,714,744,894,696,745,1464,933,0,645,705,0,960,0,0,0,801,803,1076,,,,,,
Exocoetidae,Prognichthys,brevipinnis,E0400,KU_02781,E0400_Prognichthys_brevipinnis,6463,8,0,0,0,690,744,840,804,745,0,0,0,0,0,0,0,0,814,0,777,0,1049,,,,,,
Exocoetidae,Hirundichthys,marginatus,E0401,KU_02782,E0401_Hirundichthys_marginatus,9166,11,0,0,0,699,727,903,804,745,0,1002,0,0,0,0,0,0,814,765,791,798,1118,,,,,,
Exocoetidae,Cypselurus,callopterus,E0402,KU_02783,E0402_Cypselurus_callopterus,5705,7,0,0,0,0,738,885,0,745,0,933,0,643,0,0,0,0,0,735,0,0,1026,,,,,,
Exocoetidae,Exocoetus,monocirrhus,E0403,KU_02785,E0403_Exocoetus_monocirrhus,8630,11,0,675,0,762,744,651,0,745,0,1002,0,638,0,0,0,0,0,735,780,798,1100,,,,,,
Exocoetidae,Cheilopogon,dorsomacula,E0624,KU_05173,E0624_Cheilopogon_dorsomacula,11042,13,0,0,0,699,0,879,804,745,0,1002,852,642,705,1251,0,0,820,0,804,798,1041,,,,,,
Exocoetidae,Parexocoetus,brachypterus,E0645,KU_05236,E0645_Parexocoetus_brachypterus,3117,4,0,0,0,0,0,744,0,0,0,933,0,645,0,0,0,0,0,0,0,795,0,,,,,,
Fistulariidae,Fistularia,petimba,E0602,KU_05089,E0602_Fistularia_petimba,2886,3,0,0,0,0,0,0,0,0,1215,0,0,0,705,0,0,0,0,0,0,966,0,,,,,,
Fundulidae,Fundulus,blairae,E0130,KU_00527,E0130_Fundulus_blairae,8321,9,0,684,0,735,718,894,804,745,1560,0,0,0,0,1236,0,0,0,0,0,0,945,,,,,,
Fundulidae,Adinia,xenica,E0173,KU_01641,E0173_Adinia_xenica,7431,8,0,645,0,759,733,912,0,745,1560,0,0,0,0,1248,0,0,829,0,0,0,0,,,,,,
Fundulidae,Fundulus,chrysotus,E0186,KU_01740,E0186_Fundulus_chrysotus,7152,7,0,0,0,735,0,918,804,0,1560,0,0,0,0,1237,0,0,816,0,0,0,1082,,,,,,
Fundulidae,Fundulus,parvipinnis,E0389,KU_02465,E0389_Fundulus_parvipinnis,9912,11,0,660,0,699,705,0,804,745,1560,0,0,0,0,1238,0,0,814,756,0,767,1164,,,,,,
Fundulidae,Lucania,parva_goodei,E1064,KU_06544,E1064_Lucania_parva_goodei,11520,13,657,675,876,780,0,915,699,618,1560,0,0,0,705,1248,0,813,803,0,0,0,1171,,,,,,
Fundulidae,Fundulus,heteroclitus,G1293,_,G1293_Fundulus_heteroclitus,9234,9,657,0,891,0,744,0,699,0,1455,0,0,0,705,0,0,0,789,0,984,2310,0,,,,,,
Gadidae,Microgadus,proximus,E0333,KU_00824,E0333_Microgadus_proximus,3906,3,0,693,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,2313,0,,,,,,
Gadidae,Pollachius,virens,E0372,KU_02792,E0372_Pollachius_virens,8753,9,0,693,0,792,687,873,0,0,896,0,459,0,0,0,0,0,0,0,882,2313,1158,,,,,,
Gadidae,Gadus,morhua,E0375,KU_02937,E0375_Gadus_morhua,14720,15,657,732,891,963,744,984,699,711,1575,0,825,0,705,0,0,0,0,756,984,2313,1181,,,,,,
Gadidae,Melanogrammus,aeglefinus,E0376,KU_02939,E0376_Melanogrammus_aeglefinus,8377,7,0,693,0,801,0,945,0,0,1575,0,0,0,0,0,0,0,0,0,881,2313,1169,,,,,,
Gadidae,Gadus,chalcogrammus,E0434,KU_03212,E0434_Gadus_chalcogrammus,2026,3,0,636,0,0,719,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,,,,,,
